name,type,race,atk,def,level,attribute,archetype
Nordic Relic Laevateinn,Trap Card,Normal,-1,-1,0,NONE,Nordic
Nordic Relic Megingjord,Trap Card,Normal,-1,-1,0,NONE,Aesir
Nordic Relic Svalinn,Trap Card,Continuous,-1,-1,0,NONE,Nordic
Nordic Smith Ivaldi,Effect Monster,Warrior,1500,700,4,EARTH,Nordic
"Nouvelles Recipe Book ""Recettes de Nouvellez""",Spell Card,Continuous,-1,-1,0,NONE,Nouvelles
"Nouvelles Restaurant ""At Table""",Spell Card,Field,-1,-1,0,NONE,Nouvelles
Nova Summoner,Effect Monster,Fairy,1400,800,4,LIGHT,Parshath
Number 1: Infection Buzzking,XYZ Monster,Fiend,3000,2500,8,DARK,Number
Number 1: Numeron Gate Ekam,XYZ Monster,Machine,1000,100,1,LIGHT,Numeron
Number 102: Star Seraph Sentry,XYZ Monster,Fairy,2500,2000,4,LIGHT,Star Seraph
Number 104: Masquerade Vain,XYZ Monster,Spellcaster,2700,1200,4,LIGHT,Masquerade
Number 105: Battlin' Boxer Star Cestus,XYZ Monster,Warrior,2500,1600,4,FIRE,Battlin' Boxer
Number 107: Galaxy-Eyes Tachyon Dragon,XYZ Monster,Dragon,3000,2500,8,LIGHT,Galaxy-Eyes
Number 12: Crimson Shadow Armor Ninja,XYZ Monster,Warrior,2400,1700,5,EARTH,Ninja
Number 15: Gimmick Puppet Giant Grinder,XYZ Monster,Machine,1500,2500,8,DARK,Gimmick Puppet
Number 18: Heraldry Patriarch,XYZ Monster,Psychic,2200,2200,4,LIGHT,Heraldic
Number 2: Ninja Shadow Mosquito,XYZ Monster,Insect,0,0,2,WIND,Ninja
Number 2: Numeron Gate Dve,XYZ Monster,Machine,1000,100,1,LIGHT,Numeron
Number 27: Dreadnought Dreadnoid,XYZ Monster,Machine,2200,1000,4,WATER,Train
Number 3: Numeron Gate Trini,XYZ Monster,Machine,1000,100,1,LIGHT,Numeron
Number 32: Shark Drake,XYZ Monster,Sea Serpent,2800,2100,4,WATER,Number
Number 33: Chronomaly Machu Mech,XYZ Monster,Machine,2400,1500,5,LIGHT,Chronomaly
Number 36: Chronomaly Chateau Huyuk,XYZ Monster,Machine,2000,2500,4,LIGHT,Chronomaly
Number 39: Utopia,XYZ Monster,Warrior,2500,2000,4,LIGHT,Utopia
Number 39: Utopia Beyond,XYZ Monster,Warrior,3000,2500,6,LIGHT,Utopia
Number 39: Utopia Double,XYZ Monster,Warrior,0,2500,4,LIGHT,Utopia
Number 39: Utopia Rising,XYZ Monster,Warrior,0,2000,4,LIGHT,Number
Number 39: Utopia Roots,XYZ Monster,Warrior,500,100,1,LIGHT,Utopia
"Number 39: Utopia, Emissary of Light",XYZ Monster,Warrior,2500,2000,4,LIGHT,Number
Number 4: Numeron Gate Catvari,XYZ Monster,Machine,1000,100,1,LIGHT,Numeron
Number 40: Gimmick Puppet of Strings,XYZ Monster,Machine,3000,2000,8,DARK,Gimmick Puppet
Number 55: Gogogo Goliath,XYZ Monster,Rock,2400,1200,4,EARTH,Gogogo
Number 6: Chronomaly Atlandis,XYZ Monster,Machine,2600,3000,6,LIGHT,Chronomaly
Number 62: Galaxy-Eyes Prime Photon Dragon,XYZ Monster,Dragon,4000,3000,8,LIGHT,Galaxy-Eyes
Number 65: Djinn Buster,XYZ Monster,Fiend,1300,0,2,DARK,Djinn
Number 69: Heraldry Crest,XYZ Monster,Psychic,2600,1400,4,LIGHT,Heraldry
Number 69: Heraldry Crest - Dark Matter Demolition,XYZ Monster,Psychic,3100,1900,4,LIGHT,Heraldry
Number 69: Heraldry Crest - Shatter Stream,XYZ Monster,Psychic,2800,1600,4,LIGHT,Heraldry
Number 79: Battlin' Boxer Nova Kaiser,XYZ Monster,Warrior,2300,1600,4,FIRE,Battlin' Boxer
Number 8: Heraldic King Genom-Heritage,XYZ Monster,Psychic,2400,1800,4,LIGHT,Heraldic
Number 81: Superdreadnought Rail Cannon Super Dora,XYZ Monster,Machine,3200,4000,10,EARTH,Train
Number 86: Heroic Champion - Rhongomyniad,XYZ Monster,Warrior,1500,1500,4,DARK,Heroic
Number 88: Gimmick Puppet of Leo,XYZ Monster,Machine,3200,2300,8,DARK,Gimmick Puppet
Number 90: Galaxy-Eyes Photon Lord,XYZ Monster,Warrior,2500,3000,8,LIGHT,Galaxy-Eyes
Number 93: Utopia Kaiser,XYZ Monster,Warrior,2500,2000,12,LIGHT,Utopia
Number 95: Galaxy-Eyes Dark Matter Dragon,XYZ Monster,Dragon,4000,0,9,DARK,Galaxy-Eyes
Number 99: Utopia Dragonar,XYZ Monster,Warrior,3000,3000,12,LIGHT,Number
Number 99: Utopic Dragon,XYZ Monster,Dragon,4000,2000,10,LIGHT,Utopia
Number C1: Numeron Chaos Gate Sunya,XYZ Monster,Machine,2000,1000,2,DARK,Numeron
Number C1000: Numerounius,XYZ Monster,Fiend,-1,-1,12,LIGHT,Numeron
Number C102: Archfiend Seraph,XYZ Monster,Fairy,2900,2400,5,LIGHT,Archfiend
Number C104: Umbral Horror Masquerade,XYZ Monster,Spellcaster,3000,1500,5,DARK,Umbral Horror
Number C104: Umbral Horror Masquerade Victory,XYZ Monster,Spellcaster,3000,1500,5,DARK,Masquerade
Number C105: Battlin' Boxer Comet Cestus,XYZ Monster,Warrior,2800,2000,5,FIRE,Battlin' Boxer
Number C107: Neo Galaxy-Eyes Tachyon Dragon,XYZ Monster,Dragon,4500,3000,9,LIGHT,Galaxy-Eyes
Number C15: Gimmick Puppet Giant Hunter,XYZ Monster,Machine,2500,1500,9,DARK,Gimmick Puppet
Number C32: Shark Drake LeVeiss,XYZ Monster,Sea Serpent,3100,2600,5,WATER,Number
Number C32: Shark Drake Veiss,XYZ Monster,Sea Serpent,2800,2100,4,WATER,Shark
Number C39: Utopia Ray,XYZ Monster,Warrior,2500,2000,4,LIGHT,Utopia
Number C39: Utopia Ray V,XYZ Monster,Warrior,2600,2000,5,LIGHT,Utopia
Number C39: Utopia Ray Victory,XYZ Monster,Warrior,2800,2500,5,LIGHT,Utopia
Number C40: Gimmick Puppet of Dark Strings,XYZ Monster,Machine,3300,2000,9,DARK,Gimmick Puppet
Number C43: High Manipulator of Chaos,XYZ Monster,Fiend,0,0,3,DARK,Chaos
Number C5: Chaos Chimera Dragon,XYZ Monster,Dragon,0,0,6,DARK,Chaos
Number C6: Chronomaly Chaos Atlandis,XYZ Monster,Machine,3300,3300,7,LIGHT,Chaos
Number C62: Neo Galaxy-Eyes Prime Photon Dragon,XYZ Monster,Dragon,4000,3000,8,LIGHT,-Eyes Dragon
Number C69: Heraldry Crest of Horror,XYZ Monster,Psychic,4000,1800,5,LIGHT,Heraldry
Number C79: Battlin' Boxer General Kaiser,XYZ Monster,Warrior,2600,2000,5,FIRE,Battlin' Boxer
Number C88: Gimmick Puppet Disaster Leo,XYZ Monster,Machine,3500,2500,9,DARK,Gimmick Puppet
Number C9: Chaos Dyson Sphere,XYZ Monster,Machine,3600,3200,10,LIGHT,Chaos
Number C92: Heart-eartH Chaos Dragon,XYZ Monster,Dragon,1000,0,10,DARK,Chaos
Number F0: Utopic Draco Future,XYZ Monster,Warrior,3000,2000,0,LIGHT,Utopia
Number F0: Utopic Future Slash,XYZ Monster,Warrior,0,0,0,LIGHT,Utopia
Number F0: Utopic Future Zexal,XYZ Monster,Warrior,0,0,0,LIGHT,Number
Number iC1000: Numerounius Numerounia,XYZ Monster,Fiend,-1,-1,13,LIGHT,Numeron
Number S0: Utopic ZEXAL,XYZ Monster,Warrior,-1,-1,0,LIGHT,Utopia
Number S37: Spider Shark,XYZ Monster,Sea Serpent,2600,2100,5,WATER,Number
Number S38: Titanic Galaxy,XYZ Monster,Dragon,3000,2500,9,LIGHT,Galaxy
Number S39: Utopia Prime,XYZ Monster,Warrior,2510,2000,4,LIGHT,Utopia
Number S39: Utopia the Lightning,XYZ Monster,Warrior,2500,2000,5,LIGHT,Utopia
Number XX: Utopic Dark Infinity,XYZ Monster,Warrior,4000,4000,10,DARK,Utopia
Numbers Eveil,Spell Card,Normal,-1,-1,0,NONE,Number
Numbers Last Hope,Spell Card,Normal,-1,-1,0,NONE,Galaxy
Numbers Protection,Trap Card,Counter,-1,-1,0,NONE,Number
Numbing Grub in the Ice Barrier,Effect Monster,Insect,1300,1800,4,WATER,Ice Barrier
Numeron Calling,Spell Card,Normal,-1,-1,0,NONE,Numeron
Numeron Chaos Ritual,Spell Card,Normal,-1,-1,0,NONE,Numeron
Numeron Creation,Spell Card,Normal,-1,-1,0,NONE,Galaxy
Numeron Network,Spell Card,Field,-1,-1,0,NONE,Numeron
Numeron Storm,Spell Card,Normal,-1,-1,0,NONE,Numeron
Numeron Wall,Effect Monster,Fiend,0,0,1,DARK,Numeron
"Nunu, the Ogdoadic Remnant",Effect Monster,Reptile,0,0,4,LIGHT,Ogdoadic
Nurikabe,Effect Monster,Zombie,900,2000,4,EARTH,Yokai
Nurse Dragonmaid,Effect Monster,Dragon,500,1600,2,EARTH,Dragonmaid
Nuvia the Wicked,Effect Monster,Fiend,2000,800,4,DARK,Mask
O - Oversoul,Spell Card,Normal,-1,-1,0,NONE,Elemental HERO
Oafdragon Magician,Pendulum Effect Monster,Spellcaster,2100,1400,6,WIND,Magician
Obelisk the Tormentor,Effect Monster,Divine-Beast,4000,4000,10,DIVINE,Egyptian God
Obliterate!!!,Trap Card,Continuous,-1,-1,0,NONE,Exodia
Obliterate!!! Blaze,Spell Card,Quick-Play,-1,-1,0,NONE,Exodd
Obnoxious Celtic Guard,Effect Monster,Warrior,1400,1200,4,EARTH,Celtic Guard
"Oboro-Guruma, the Wheeled Mayakashi",Synchro Monster,Zombie,800,2100,3,EARTH,Mayakashi
"Obsidim, the Ashened City",Spell Card,Field,-1,-1,0,NONE,Ashened
Ocean Dragon Lord - Kairyu-Shin,Effect Monster,Sea Serpent,2000,1700,5,WATER,Kairyu-Shin
Ocean Dragon Lord - Neo-Daedalus,Effect Monster,Sea Serpent,2900,1600,8,WATER,Umi
Odd-Eyes Absolute Dragon,XYZ Monster,Dragon,2800,2500,7,WATER,Odd-Eyes
Odd-Eyes Advance Dragon,Effect Monster,Dragon,3000,2500,8,DARK,Odd-Eyes
Odd-Eyes Advent,Spell Card,Ritual,-1,-1,0,NONE,Odd-Eyes
Odd-Eyes Arc Pendulum Dragon,Pendulum Normal Monster,Dragon,2700,2000,7,DARK,-Eyes Dragon
Odd-Eyes Arcray Dragon,Pendulum Effect Fusion Monster,Dragon,4000,4000,12,LIGHT,Odd-Eyes
Odd-Eyes Dragon,Effect Monster,Dragon,2500,2000,7,DARK,Odd-Eyes
Odd-Eyes Fusion,Spell Card,Normal,-1,-1,0,NONE,Odd-Eyes
Odd-Eyes Gravity Dragon,Ritual Effect Monster,Dragon,2800,2500,7,EARTH,Odd-Eyes
Odd-Eyes Lancer Dragon,Effect Monster,Dragon,3000,2000,8,LIGHT,Odd-Eyes
Odd-Eyes Meteorburst Dragon,Synchro Monster,Dragon,2500,2000,7,FIRE,Odd-Eyes
Odd-Eyes Mirage Dragon,Pendulum Effect Monster,Dragon,1200,600,3,DARK,-Eyes Dragon
Odd-Eyes Pendulum Dragon,Pendulum Effect Monster,Dragon,2500,2000,7,DARK,-Eyes Dragon
Odd-Eyes Pendulum Dragon of the Four Heavenly Dragons,Pendulum Effect Monster,Dragon,2500,2000,7,DARK,Odd-Eyes
Odd-Eyes Pendulumgraph Dragon,Pendulum Effect Ritual Monster,Dragon,2700,2500,7,LIGHT,Odd-Eyes
Odd-Eyes Persona Dragon,Pendulum Effect Monster,Dragon,1200,2400,5,DARK,-Eyes Dragon
Odd-Eyes Phantasma Dragon,Pendulum Effect Monster,Dragon,3000,2500,8,DARK,-Eyes Dragon
Odd-Eyes Phantom Dragon,Pendulum Effect Monster,Dragon,2500,2000,7,DARK,-Eyes Dragon
Odd-Eyes Raging Dragon,XYZ Pendulum Effect Monster,Dragon,3000,2500,7,DARK,-Eyes Dragon
Odd-Eyes Rebellion Dragon,XYZ Pendulum Effect Monster,Dragon,3000,2500,7,DARK,-Eyes Dragon
Odd-Eyes Rebellion Dragon Overlord,XYZ Pendulum Effect Monster,Dragon,3000,2500,7,DARK,-Eyes Dragon
Odd-Eyes Rebellion Xyz Dragon,XYZ Pendulum Effect Monster,Dragon,3000,2500,7,DARK,Odd-Eyes
Odd-Eyes Revolution Dragon,Pendulum Effect Monster,Dragon,-1,-1,12,LIGHT,-Eyes Dragon
Odd-Eyes Saber Dragon,Effect Monster,Dragon,2800,2000,7,LIGHT,Odd-Eyes
Odd-Eyes Solblaze Dragon,Synchro Tuner Monster,Dragon,2000,2500,8,LIGHT,Odd-Eyes
Odd-Eyes Venom Dragon,Pendulum Effect Fusion Monster,Dragon,3300,2500,10,DARK,-Eyes Dragon
Odd-Eyes Vortex Dragon,Fusion Monster,Dragon,2500,3000,7,WIND,Odd-Eyes
Odd-Eyes Wing Dragon,Synchro Pendulum Effect Monster,Dragon,3000,2500,8,DARK,Clear Wing
Odd-Eyes Wizard Dragon,Effect Monster,Dragon,2500,2500,7,DARK,Odd-Eyes
"Odin, Father of the Aesir",Synchro Monster,Fairy,4000,3500,10,LIGHT,Aesir
Odin's Eye,Trap Card,Continuous,-1,-1,0,NONE,Aesir
Offering to the Immortals,Trap Card,Normal,-1,-1,0,NONE,Earthbound
Officiating Reverie,Effect Monster,Zombie,2000,1100,6,DARK,Death
Officiator of Doom Samuel,XYZ Monster,Zombie,1100,2600,6,DARK,Death
"Ogdoabyss, the Ogdoadic Overlord",Effect Monster,Reptile,3100,2200,10,LIGHT,Ogdoadic
Ogdoadic Calling,Trap Card,Normal,-1,-1,0,NONE,Ogdoadic
Ogdoadic Daybreak,Spell Card,Quick-Play,-1,-1,0,NONE,Ogdoadic
Ogdoadic Hollow,Trap Card,Continuous,-1,-1,0,NONE,Ogdoadic
Ogdoadic Origin,Spell Card,Field,-1,-1,0,NONE,Ogdoadic
Ogdoadic Serpent Strike,Spell Card,Continuous,-1,-1,0,NONE,Ogdoadic
Ogdoadic Water Lily,Spell Card,Normal,-1,-1,0,NONE,Ogdoadic
Ohime the Manifested Mikanko,Ritual Effect Monster,Fairy,0,0,6,LIGHT,Mikanko
Ojama Black,Normal Monster,Beast,0,1000,2,LIGHT,Ojama
Ojama Blue,Effect Monster,Beast,0,1000,2,LIGHT,Ojama
Ojama Country,Spell Card,Field,-1,-1,0,NONE,Ojama
Ojama Delta Hurricane!!,Spell Card,Normal,-1,-1,0,NONE,Ojama
Ojama Duo,Trap Card,Normal,-1,-1,0,NONE,Ojama
Ojama Emperor,Link Monster,Beast,0,-1,0,LIGHT,Ojama
Ojama Green,Normal Monster,Beast,0,1000,2,LIGHT,Ojama
Ojama King,Fusion Monster,Beast,0,3000,6,LIGHT,Ojama
Ojama Knight,Fusion Monster,Beast,0,2500,5,LIGHT,Ojama
Ojama Pajama,Trap Card,Continuous,-1,-1,0,NONE,Armed Dragon
Ojama Pink,Effect Monster,Beast,0,1000,2,LIGHT,Ojama
Ojama Red,Effect Monster,Beast,0,1000,2,LIGHT,Ojama
Ojama Token,Token,Beast,-1,-1,0,NONE,Ojama
Ojama Trio,Trap Card,Normal,-1,-1,0,NONE,Ojama
Ojama Yellow,Normal Monster,Beast,0,1000,2,LIGHT,Ojama
Ojamagic,Spell Card,Normal,-1,-1,0,NONE,Ojama
Ojamandala,Spell Card,Normal,-1,-1,0,NONE,Ojama
Ojamassimilation,Spell Card,Normal,-1,-1,0,NONE,Ojama
Ojamatch,Spell Card,Quick-Play,-1,-1,0,NONE,Armed Dragon
Ojamuscle,Spell Card,Normal,-1,-1,0,NONE,Ojama
Omega Summon,Trap Card,Normal,-1,-1,0,NONE,Invoked
Once Upon a Fairy Tail,Spell Card,Quick-Play,-1,-1,0,NONE,Fairy Tail
One-Way Synchro,Trap Card,Normal,-1,-1,0,NONE,Synchro
"Oneiros, the Dream Mirror Erlking",Fusion Monster,Fairy,3000,3000,10,LIGHT,Dream Mirror
"Oneiros, the Dream Mirror Tormentor",Fusion Monster,Fiend,3000,3000,10,DARK,Dream Mirror
Onomatokage,Effect Monster,Reptile,1100,1500,4,DARK,Dododo
Onomatopaira,Spell Card,Normal,-1,-1,0,NONE,Dododo
Onomatopia,Spell Card,Field,-1,-1,0,NONE,Dododo
Onomatopickup,Spell Card,Continuous,-1,-1,0,NONE,Onomat
Onslaught of the Fire Kings,Spell Card,Normal,-1,-1,0,NONE,Fire King
Opening of the Spirit Gates,Spell Card,Continuous,-1,-1,0,NONE,Sacred Beast
Opera the Melodious Diva,Effect Monster,Fairy,2300,1000,4,LIGHT,Melodious
Option Token,Token,Machine,-1,-1,0,NONE,Konami Arcade Games
Oracle of the Herald,Spell Card,Ritual,-1,-1,0,NONE,Herald
Oracle of Zefra,Spell Card,Field,-1,-1,0,NONE,Zefra
Orbital 7,Effect Monster,Machine,500,2000,4,LIGHT,Photon
Orbital Bombardment,Trap Card,Normal,-1,-1,0,NONE,Alien
Orcust Brass Bombard,Tuner Monster,Machine,500,1900,1,DARK,Orcust
Orcust Crescendo,Trap Card,Counter,-1,-1,0,NONE,Orcust
Orcust Cymbal Skeleton,Effect Monster,Machine,1200,1500,3,DARK,Orcust
Orcust Harp Horror,Effect Monster,Machine,1700,1400,4,DARK,Orcust
Orcust Knightmare,Effect Monster,Machine,100,2000,7,DARK,Orcust
Orcustrated Attack,Trap Card,Normal,-1,-1,0,NONE,Orcust
Orcustrated Babel,Spell Card,Field,-1,-1,0,NONE,Orcust
Orcustrated Core,Trap Card,Continuous,-1,-1,0,NONE,Orcust
Orcustrated Einsatz,Spell Card,Continuous,-1,-1,0,NONE,Orcust
Orcustrated Release,Trap Card,Normal,-1,-1,0,NONE,Orcust
Orcustrated Return,Spell Card,Normal,-1,-1,0,NONE,Orcust
Orcustrion,Link Monster,Machine,3000,-1,0,DARK,Orcust
"Orea, the Sylvan High Arbiter",XYZ Monster,Plant,2800,2500,7,DARK,Sylvan
Original Bamboo Sword,Spell Card,Equip,-1,-1,0,NONE,Bamboo Sword
Original Sinful Spoils - Snake-Eye,Spell Card,Normal,-1,-1,0,NONE,Snake-Eye
Ostinato,Spell Card,Normal,-1,-1,0,NONE,Melodious
"Otherworld - The ""A"" Zone",Spell Card,Field,-1,-1,0,NONE,Alien
Otonari Thunder,Effect Monster,Thunder,500,1200,4,LIGHT,hunder
Outrigger Extension,Spell Card,Continuous,-1,-1,0,NONE,Infinitrack
Over Destiny,Spell Card,Normal,-1,-1,0,NONE,Destiny HERO
Over Fusion,Spell Card,Quick-Play,-1,-1,0,NONE,Fusion
Overburst Dragon,Link Monster,Dragon,1800,-1,0,DARK,Rokket
Overlay Network,Spell Card,Continuous,-1,-1,0,NONE,Overlay
Overload Future Fusion,Spell Card,Continuous,-1,-1,0,NONE,Polymerization
Overmind Archfiend,Synchro Monster,Psychic,3300,3000,9,DARK,Archfiend
Overwind,Trap Card,Normal,-1,-1,0,NONE,Wind-Up
Oxygeddon,Effect Monster,Dinosaur,1800,800,4,WIND,Bonding
P.U.N.K. JAM Dragon Drive,Synchro Monster,Psychic,2700,2400,8,EARTH,P.U.N.K.
P.U.N.K. JAM Extreme Session,Spell Card,Field,-1,-1,0,NONE,P.U.N.K.
P.U.N.K. JAM FEVER!,XYZ Monster,Psychic,2800,600,8,LIGHT,P.U.N.K.
"Paces, Light of the Ghoti",Tuner Monster,Fish,0,0,2,WATER,Ghoti
"Pacifis, the Phantasm City",Spell Card,Field,-1,-1,0,NONE,Phantasm Spiral
Pair Cycroid,Fusion Monster,Machine,1600,1200,5,EARTH,Roid
Palace of the Elemental Lords,Spell Card,Field,-1,-1,0,NONE,Elementsaber
Paladin of Dark Dragon,Ritual Effect Monster,Dragon,1900,1200,4,DARK,Red-Eyes
Paladin of Photon Dragon,Ritual Effect Monster,Warrior,1900,800,4,LIGHT,Galaxy-Eyes
Paladin of White Dragon,Ritual Effect Monster,Dragon,1900,1200,4,LIGHT,Blue-Eyes
Paladins of Bonds and Unity,Synchro Monster,Spellcaster,2900,2900,12,LIGHT,25th Anniversary Monsters
Paleozoic Anomalocaris,XYZ Monster,Aqua,2400,0,2,WATER,Paleozoic
Paleozoic Cambroraster,Link Monster,Aqua,1200,-1,0,WATER,Paleozoic
Paleozoic Canadia,Trap Card,Normal,-1,-1,0,NONE,Paleozoic
Paleozoic Dinomischus,Trap Card,Normal,-1,-1,0,NONE,Paleozoic
Paleozoic Eldonia,Trap Card,Normal,-1,-1,0,NONE,Paleozoic
Paleozoic Hallucigenia,Trap Card,Normal,-1,-1,0,NONE,Paleozoic
Paleozoic Leanchoilia,Trap Card,Normal,-1,-1,0,NONE,Paleozoic
Paleozoic Marrella,Trap Card,Normal,-1,-1,0,NONE,Paleozoic
Paleozoic Olenoides,Trap Card,Normal,-1,-1,0,NONE,Paleozoic
Paleozoic Opabinia,XYZ Monster,Aqua,0,2400,2,WATER,Paleozoic
Paleozoic Pikaia,Trap Card,Normal,-1,-1,0,NONE,Paleozoic
Palladium Oracle Mahad,Effect Monster,Spellcaster,2500,2100,7,LIGHT,Dark Magician
Palladium Oracle Mana,Effect Monster,Spellcaster,2000,1700,6,LIGHT,Dark Magician
Palm Ryzeal,Effect Monster,Thunder,1200,2400,4,FIRE,Ryzeal
Pandemonium,Spell Card,Field,-1,-1,0,NONE,Archfiend
Pantheism of the Monarchs,Spell Card,Normal,-1,-1,0,NONE,Monarch
Parallel Teleport,Spell Card,Quick-Play,-1,-1,0,NONE,Teleport
Parallel World Fusion,Spell Card,Normal,-1,-1,0,NONE,Elemental HERO
Parametalfoes Azortless,Pendulum Effect Fusion Monster,Psychic,2500,2000,7,FIRE,Metalfoes
Parametalfoes Fusion,Spell Card,Normal,-1,-1,0,NONE,Metalfoes
Parametalfoes Melcaster,Pendulum Effect Monster,Psychic,2000,2500,7,FIRE,Metalfoes
Parasite Paracide,Flip Effect Monster,Insect,500,300,2,EARTH,Parasite
Parasite Paranoid,Effect Monster,Insect,500,300,2,EARTH,Parasite
"Parl, Hermit of Dark World",Effect Monster,Fiend,300,100,1,DARK,Dark World
Parlor Dragonmaid,Effect Monster,Dragon,500,1700,3,WIND,Dragonmaid
Parrot Dragon,Normal Monster,Dragon,2000,1300,5,WIND,Toon
Parry,Trap Card,Counter,-1,-1,0,NONE,Gladiator Beast
Particle Fusion,Spell Card,Normal,-1,-1,0,NONE,Gem-
Patchwork Fluffal,Effect Monster,Fairy,0,0,1,EARTH,Fluffal
Patissciel Couverture,Pendulum Effect Fusion Monster,Fairy,1700,700,5,DARK,Patissciel
Patroid,Effect Monster,Machine,1200,1200,4,EARTH,Roid
Peaceful Planet Calarium,Spell Card,Field,-1,-1,0,NONE,Broken World
Pegasus Wing,Spell Card,Normal,-1,-1,0,NONE,Valkyrie
Pendulum Call,Spell Card,Normal,-1,-1,0,NONE,Magician
Pendulum Halt,Spell Card,Normal,-1,-1,0,NONE,Magician
Pendulum Hole,Trap Card,Counter,-1,-1,0,NONE,Hole
Pendulum Paradox,Spell Card,Normal,-1,-1,0,NONE,Magician
Pendulum Pendant,Spell Card,Normal,-1,-1,0,NONE,Pendulum
Pendulum Scale,Trap Card,Normal,-1,-1,0,NONE,Pendulum
Pendulum Treasure,Spell Card,Normal,-1,-1,0,NONE,Pendulum
Pendulum Witch,Pendulum Effect Monster,Spellcaster,1500,800,3,EARTH,Pendulum
PenduLuMoon,Pendulum Effect Monster,Spellcaster,200,700,1,LIGHT,Pendulum
Pendulumucho,Pendulum Effect Monster,Winged Beast,0,0,1,EARTH,Pendulum
Penetration Fusion,Spell Card,Quick-Play,-1,-1,0,NONE,Fusion
Penguin Brave,Synchro Monster,Aqua,2400,1200,6,WATER,Penguin
Penguin Cleric,Effect Monster,Aqua,600,1700,3,WATER,Penguin
Penguin Knight,Effect Monster,Aqua,900,800,3,WATER,Penguin
Penguin Ninja,Flip Effect Monster,Aqua,1400,700,3,WATER,Penguin
Penguin Soldier,Flip Effect Monster,Aqua,750,500,2,WATER,Penguin
Penguin Squire,Tuner Monster,Aqua,1800,600,5,WATER,Penguin
Penguin Sword,Spell Card,Equip,-1,-1,0,NONE,Penguin
Penguin Torpedo,Effect Monster,Aqua,550,300,3,WATER,Penguin
Perfect Sync - A-Un,Spell Card,Field,-1,-1,0,NONE,Dual Avatar
Perform Puppet,Spell Card,Continuous,-1,-1,0,NONE,Gimmick Puppet
Performage Ball Balancer,Pendulum Effect Monster,Spellcaster,1000,1800,4,EARTH,Performage
Performage Cup Tricker,Pendulum Effect Monster,Spellcaster,1200,1400,5,LIGHT,Performage
Performage Damage Juggler,Effect Monster,Spellcaster,1500,1000,4,LIGHT,Performage
Performage Fire Dancer,Pendulum Effect Monster,Spellcaster,1400,1200,4,FIRE,Performage
Performage Flame Eater,Effect Monster,Spellcaster,1200,1600,4,FIRE,Performage
Performage Hat Tricker,Effect Monster,Spellcaster,1100,1100,4,EARTH,Performage
Performage Mirror Conductor,Pendulum Effect Monster,Spellcaster,600,1400,4,LIGHT,Performage
Performage Plushfire,Pendulum Effect Monster,Spellcaster,1000,1000,4,FIRE,Performage
Performage Shadow Maker,XYZ Monster,Spellcaster,2600,1000,5,DARK,Performage
Performage Stilts Launcher,Effect Monster,Spellcaster,2200,0,6,EARTH,Performage
Performage Trapeze High Magician,XYZ Monster,Spellcaster,2700,2200,5,LIGHT,Performage
Performage Trapeze Magician,XYZ Monster,Spellcaster,2500,2000,4,LIGHT,Performage
Performage Trapeze Witch,Fusion Monster,Spellcaster,2400,1800,7,DARK,Performage
Performage Trick Clown,Effect Monster,Spellcaster,1600,1200,4,LIGHT,Performage
Performage Water Dancer,Pendulum Effect Monster,Spellcaster,1200,1400,4,WATER,Performage
Performage Wind Drainer,Pendulum Effect Monster,Spellcaster,2100,0,5,WIND,Performage
Performance Hurricane,Spell Card,Normal,-1,-1,0,NONE,Performapal
Performapal Ballad,Pendulum Effect Monster,Plant,500,1100,3,EARTH,Performapal
Performapal Barokuriboh,Pendulum Effect Monster,Fiend,300,3000,8,DARK,Performapal
Performapal Barracuda,Pendulum Effect Monster,Plant,500,1100,3,EARTH,Performapal
Performapal Bit Bite Turtle,Pendulum Effect Monster,Reptile,800,1200,3,WATER,Performapal
Performapal Bot-Eyes Lizard,Effect Monster,Reptile,1600,1200,4,EARTH,Odd-Eyes
Performapal Bowhopper,Effect Monster,Insect,1500,1000,4,EARTH,Performapal
Performapal Bubblebowwow,Pendulum Effect Monster,Beast,2300,1000,6,EARTH,Performapal
Performapal Call,Trap Card,Normal,-1,-1,0,NONE,Performapal
Performapal Camelump,Pendulum Effect Monster,Beast,800,1800,4,EARTH,Performapal
Performapal Card Gardna,Pendulum Effect Monster,Rock,1000,1000,3,EARTH,Performapal
Performapal Celestial Magician,Pendulum Effect Monster,Spellcaster,1500,1000,4,DARK,Performapal
Performapal Changeraffe,Pendulum Effect Monster,Beast,100,500,1,EARTH,Performapal
Performapal Cheermole,Pendulum Effect Monster,Beast,600,1000,2,EARTH,Performapal
Performapal Classikuriboh,Pendulum Effect Monster,Fiend,300,200,1,DARK,Kuriboh
Performapal Clay Breaker,Effect Monster,Warrior,2000,1000,6,EARTH,Performapal
Performapal Coin Dragon,Pendulum Effect Monster,Dragon,1700,1000,4,WATER,Performapal
Performapal Corn,Effect Monster,Beast-Warrior,600,1000,3,LIGHT,Odd-Eyes
Performapal Dag Daggerman,Pendulum Effect Monster,Warrior,2000,600,5,EARTH,Performapal
Performapal Dramatic Theater,Spell Card,Field,-1,-1,0,NONE,Odd-Eyes
Performapal Drummerilla,Pendulum Effect Monster,Beast,1600,900,5,EARTH,Performapal
Performapal Duelist Extraordinaire,Pendulum Effect Monster,Spellcaster,1800,400,4,LIGHT,Performapal
